Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,School Name,School Number,School Region,School Code,School Phone Number,School Address,School City,School State,School Zip,School Not Found,School or Citywide Complaint,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Garage Lot Name,Ferry Direction,Ferry Terminal Name,Latitude,Longitude,Location
34941790,12/6/2016 12:58,12/6/2016 12:58,DPR,Department of Parks and Recreation,Violation of Park Rules,Smoking,Park,10007,,,,,,,,NEW YORK,,N/A,Closed,12/20/2016 12:58,The Department of Parks and Recreation has limited resources to follow up on this complaint. Your complaint will help the City schedule patrols and target particular areas for enforcement.,12/6/2016 12:58,Unspecified MANHATTAN,MANHATTAN,,,Vietnam Veterans Plaza,MANHATTAN,Vietnam Veterans Plaza,M046,,,NA 0/0,South Street between Broad Street and Old Slip,NEW YORK,NY,10007,N,,,,,,,,,,,,,,
34937928,12/5/2016 13:33,12/5/2016 13:38,DPR,Department of Parks and Recreation,Violation of Park Rules,Obstructing Public Use,Park,10459,,,,,,,,BRONX,,N/A,Closed,12/19/2016 13:33,The Department of Parks and Recreation has completed the requested work order and corrected the problem.,12/5/2016 13:38,02 BRONX,BRONX,,,Rainey Park - Bronx,BRONX,Rainey Park - Bronx,X255,,,7184301800,"Dawson and Beck Streets, Intervale and Longwood Avenues",BRONX,NY,10459,,,,,,,,,,,,,,,
34933712,12/5/2016 17:31,12/5/2016 17:40,DPR,Department of Parks and Recreation,Violation of Park Rules,Obstructing Public Use,Park,11221,,,,,,,,BROOKLYN,,N/A,Closed,12/19/2016 17:31,The Department of Parks and Recreation has completed the requested work order and corrected the problem.,12/5/2016 17:40,04 BROOKLYN,BROOKLYN,,,Heckscher Playground,BROOKLYN,Heckscher Playground,B139,,,7189658900,Grove to Linden Streets,BROOKLYN,NY,11221,,,,,,,,,,,,,,,
34933387,12/5/2016 10:00,12/5/2016 10:31,DPR,Department of Parks and Recreation,Violation of Park Rules,Obstructing Public Use,Park,10459,,,,,,,,BRONX,,N/A,Closed,12/19/2016 10:00,"Upon inspection the reported condition was not found, and, therefore, no action was taken.",12/5/2016 10:31,02 BRONX,BRONX,,,Horseshoe Playground,BRONX,Horseshoe Playground,X014,,,7184301800,Hall and Rogers Place,BRONX,NY,10459,,,,,,,,,,,,,,,
34930273,12/4/2016 13:56,12/4/2016 14:55,DPR,Department of Parks and Recreation,Violation of Park Rules,Obstructing Public Use,Street/Curbside,10312,,,,,DRUMGOOLE ROAD WEST,GRANTWOOD AVENUE,INTERSECTION,STATEN ISLAND,,N/A,Closed,12/18/2016 13:56,"Upon inspection the reported condition was not found, and, therefore, no action was taken.",12/4/2016 14:55,03 STATEN ISLAND,STATEN ISLAND,"934,412","139,667",Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.54988927,-74.17933469,"(40.54988926580866, -74.17933468977273)"
34922425,12/4/2016 14:57,12/4/2016 15:09,DPR,Department of Parks and Recreation,Violation of Park Rules,Unlicensed Vendors,Park,10021,,,,,,,,NEW YORK,,N/A,Closed,12/18/2016 14:57,The Department of Parks and Recreation has completed the requested work order and corrected the problem.,12/4/2016 15:09,Unspecified MANHATTAN,MANHATTAN,,,Central Park,MANHATTAN,Central Park,M010,,,2124080100,"5th Avenue to Central Park West, 59th to 110th Streets",NEW YORK,NY,10021,,,,,,,,,,,,,,,
34921681,12/4/2016 13:49,12/4/2016 14:56,DPR,Department of Parks and Recreation,Violation of Park Rules,Obstructing Public Use,Park,10003,,,,,,,,NEW YORK,,N/A,Closed,12/18/2016 13:49,The Department of Parks and Recreation has completed the requested work order and corrected the problem.,12/4/2016 14:56,05 MANHATTAN,MANHATTAN,,,Union Square Park,MANHATTAN,Union Square Park,M089,,,2124080100,"Broadway to 4th Avenue, East 14th to 17th Streets",NEW YORK,NY,10003,,,,,,,,,,,,,,,
34918929,12/3/2016 12:58,12/3/2016 13:03,DPR,Department of Parks and Recreation,Violation of Park Rules,Smoking,Park,11235,,,,,BEDFORD AVENUE,AVENUE X,INTERSECTION,BROOKLYN,,N/A,Closed,12/17/2016 12:58,The Department of Parks and Recreation has limited resources to follow up on this complaint. Your complaint will help the City schedule patrols and target particular areas for enforcement.,12/3/2016 13:03,15 BROOKLYN,BROOKLYN,"999,421","155,429",Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.59327992,-73.94537396,"(40.593279920636085, -73.9453739564956)"
34911177,12/2/2016 13:13,12/2/2016 15:35,DPR,Department of Parks and Recreation,Violation of Park Rules,Obstructing Public Use,Park,10463,,,,,,,,BRONX,,N/A,Closed,12/16/2016 13:13,The Department of Parks and Recreation has completed the requested work order and corrected the problem.,12/2/2016 15:35,08 BRONX,BRONX,,,Riverdale Park,BRONX,Riverdale Park,X142,,,7184301800,"Hudson River, West 254th Street, Palisade Avenue, West 232nd Street",BRONX,NY,10463,N,,,,,,,,,,,,,,
34909419,12/1/2016 12:01,12/1/2016 12:03,DPR,Department of Parks and Recreation,Violation of Park Rules,Smoking,Park,10003,,,,,,,,NEW YORK,,N/A,Closed,12/15/2016 12:01,The Department of Parks and Recreation has limited resources to follow up on this complaint. Your complaint will help the City schedule patrols and target particular areas for enforcement.,12/1/2016 12:03,05 MANHATTAN,MANHATTAN,,,Union Square Park,MANHATTAN,Union Square Park,M089,,,2124080100,"Broadway to 4th Avenue, East 14th to 17th Streets",NEW YORK,NY,10003,N,,,,,,,,,,,,,,
34906556,12/1/2016 10:55,12/1/2016 12:47,DPR,Department of Parks and Recreation,Violation of Park Rules,Obstructing Public Use,Park,10003,,,,,,,,NEW YORK,,N/A,Closed,12/15/2016 10:55,The agency was unable to respond to this complaint because they allocated resources to other critical services at the time.  All complaints are used for future enforcement planning.,12/1/2016 12:47,05 MANHATTAN,MANHATTAN,,,Union Square Park,MANHATTAN,Union Square Park,M089,,,2124080100,"Broadway to 4th Avenue, East 14th to 17th Streets",NEW YORK,NY,10003,,,,,,,,,,,,,,,
34897641,11/30/2016 14:21,11/30/2016 14:22,DPR,Department of Parks and Recreation,Violation of Park Rules,Smoking,Park,11235,,,,,,,,BROOKLYN,,N/A,Closed,12/14/2016 14:21,The Department of Parks and Recreation has limited resources to follow up on this complaint. Your complaint will help the City schedule patrols and target particular areas for enforcement.,11/30/2016 14:22,15 BROOKLYN,BROOKLYN,,,PS 286 Playground,BROOKLYN,PS 286 Playground,B306,,,7189658900,Avenue Y between Brown and Haring Streets,BROOKLYN,NY,11235,N,,,,,,,,,,,,,,
34888765,11/29/2016 16:41,11/29/2016 16:42,DPR,Department of Parks and Recreation,Violation of Park Rules,Smoking,Park,11235,,,,,,,,BROOKLYN,,N/A,Closed,12/13/2016 16:41,The Department of Parks and Recreation has limited resources to follow up on this complaint. Your complaint will help the City schedule patrols and target particular areas for enforcement.,11/29/2016 16:42,13 BROOKLYN,BROOKLYN,,,Brighton Playground,BROOKLYN,Brighton Playground,B169A,,,7189658900,Brighton 2nd Street and Boardwalk,BROOKLYN,NY,11235,N,,,,,,,,,,,,,,
34886748,11/29/2016 14:30,11/29/2016 14:31,DPR,Department of Parks and Recreation,Violation of Park Rules,Smoking,Park,11235,,,,,,,,BROOKLYN,,N/A,Closed,12/13/2016 14:30,The Department of Parks and Recreation has limited resources to follow up on this complaint. Your complaint will help the City schedule patrols and target particular areas for enforcement.,11/29/2016 14:31,13 BROOKLYN,BROOKLYN,,,Brighton Playground,BROOKLYN,Brighton Playground,B169A,,,7189658900,Brighton 2nd Street and Boardwalk,BROOKLYN,NY,11235,N,,,,,,,,,,,,,,
34884497,11/29/2016 13:23,11/29/2016 14:18,DPR,Department of Parks and Recreation,Violation of Park Rules,Unauthorized Posting of Signs,Park,11211,,,,,,,,BROOKLYN,,N/A,Closed,12/13/2016 13:23,The condition was determined to be an issue appropriate for handling by an alternate entity.  The Department of Parks and Recreation has notified the appropriate resource.,11/29/2016 14:18,01 BROOKLYN,BROOKLYN,,,Mccarren Park,BROOKLYN,Mccarren Park,B058,,,7189658900,"Nassau Avenue, Bayard, Leonard and North 12th Streets",BROOKLYN,NY,11211,N,,,,,,,,,,,,,,
34881331,11/28/2016 12:16,11/28/2016 12:20,DPR,Department of Parks and Recreation,Violation of Park Rules,Smoking,Park,11209,,,,,,,,BROOKLYN,,N/A,Closed,12/12/2016 12:16,The Department of Parks and Recreation has limited resources to follow up on this complaint. Your complaint will help the City schedule patrols and target particular areas for enforcement.,11/28/2016 12:20,10 BROOKLYN,BROOKLYN,,,Dyker Beach Park,BROOKLYN,Dyker Beach Park,B028,,,7189658900,"Shore Parkway, 86th Street, 7th to 14th Avenues",BROOKLYN,NY,11209,,,,,,,,,,,,,,,
34880410,11/28/2016 15:52,11/28/2016 16:00,DPR,Department of Parks and Recreation,Violation of Park Rules,Biking/Rollerblading off Path,Park,10021,,,,,,,,NEW YORK,,N/A,Closed,12/12/2016 15:52,The agency was unable to respond to this complaint because they allocated resources to other critical services at the time.  All complaints are used for future enforcement planning.,11/28/2016 16:00,Unspecified MANHATTAN,MANHATTAN,,,Central Park,MANHATTAN,Central Park,M010,,,2124080100,"5th Avenue to Central Park West, 59th to 110th Streets",NEW YORK,NY,10021,,,,,,,,,,,,,,,
34877577,11/28/2016 13:22,11/28/2016 13:49,DPR,Department of Parks and Recreation,Violation of Park Rules,Obstructing Public Use,Park,10455,,,,,LONGWOOD AVENUE,KELLY STREET,INTERSECTION,BRONX,,N/A,Closed,12/12/2016 13:22,The condition was determined to be an issue appropriate for handling by an alternate entity.  The Department of Parks and Recreation has notified the appropriate resource.,11/28/2016 13:49,02 BRONX,BRONX,"1,012,339","237,198",Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.81768474,-73.89851921,"(40.81768474178665, -73.89851920702584)"
34877242,11/28/2016 11:53,11/30/2016 15:28,DPR,Department of Parks and Recreation,Violation of Park Rules,Obstructing Public Use,Park,10014,,,,,,,,NEW YORK,,N/A,Closed,12/12/2016 11:53,The Department of Parks and Recreation has completed the requested work order and corrected the problem.,11/30/2016 15:28,02 MANHATTAN,MANHATTAN,,,James J Walker Park,MANHATTAN,James J Walker Park,M038,,,2124080100,"Hudson, Leroy, Clarkson Streets, 7th Avenue",NEW YORK,NY,10014,N,,,,,,,,,,,,,,
34876521,11/28/2016 21:24,12/8/2016 16:29,DPR,Department of Parks and Recreation,Violation of Park Rules,Obstructing Public Use,Park,10023,,,,,,,,NEW YORK,,N/A,Closed,12/12/2016 21:24,"Upon inspection the reported condition was not found, and, therefore, no action was taken.",12/8/2016 16:29,07 MANHATTAN,MANHATTAN,,,Riverside Park,MANHATTAN,Riverside Park,M071,,,2124080250,"Riverside Drive to Hudson River, West 59th Street to Clair Place",NEW YORK,NY,10023,N,,,,,,,,,,,,,,
34874235,11/27/2016 8:46,12/8/2016 16:37,DPR,Department of Parks and Recreation,Violation of Park Rules,Obstructing Public Use,Park,10023,,,,,,,,NEW YORK,,N/A,Closed,12/11/2016 8:46,"Upon inspection the reported condition was not found, and, therefore, no action was taken.",12/8/2016 16:37,07 MANHATTAN,MANHATTAN,,,Riverside Park - Classic Playground,MANHATTAN,Riverside Park - Classic Playground,M071-03,,,2124080100,West 74th Street,NEW YORK,NY,10023,N,,,,,,,,,,,,,,
34870904,11/27/2016 12:24,11/27/2016 12:35,DPR,Department of Parks and Recreation,Violation of Park Rules,Unlicensed Vendors,Park,10007,,,,,,,,NEW YORK,,N/A,Closed,12/11/2016 12:24,The agency was unable to respond to this complaint because they allocated resources to other critical services at the time.  All complaints are used for future enforcement planning.,11/27/2016 12:35,01 MANHATTAN,MANHATTAN,,,City Hall Park,MANHATTAN,City Hall Park,M013,,,2124080100,"Broadway, Park Row and Chambers Street",NEW YORK,NY,10007,,,,,,,,,,,,,,,
34869529,11/26/2016 13:51,12/5/2016 9:35,DPR,Department of Parks and Recreation,Violation of Park Rules,Obstructing Public Use,Park,10026,,,,,,,,NEW YORK,,N/A,Closed,12/10/2016 13:51,The Department of Parks and Recreation has completed the requested work order and corrected the problem.,12/5/2016 9:35,09 MANHATTAN,MANHATTAN,,,Morningside Park,MANHATTAN,Morningside Park,M056,,,2124080100,"West 110th to 123rd Streets, Manhattan Avenue to Morningside Drive",NEW YORK,NY,10026,N,,,,,,,,,,,,,,
34867207,11/26/2016 16:12,11/26/2016 16:48,DPR,Department of Parks and Recreation,Violation of Park Rules,Obstructing Public Use,Park,10456,,,,,,,,BRONX,,N/A,Closed,12/10/2016 16:12,"Upon inspection the reported condition was not found, and, therefore, no action was taken.",11/26/2016 16:48,03 BRONX,BRONX,,,Crotona Park,BRONX,Crotona Park,X010,,,7184301800,"Fulton Avenue, Crotona Park, North, South, East",BRONX,NY,10456,N,,,,,,,,,,,,,,
34866275,11/26/2016 16:55,11/26/2016 16:55,DPR,Department of Parks and Recreation,Violation of Park Rules,Smoking,Park,10021,,,,,,,,NEW YORK,,N/A,Closed,12/10/2016 16:55,The Department of Parks and Recreation has limited resources to follow up on this complaint. Your complaint will help the City schedule patrols and target particular areas for enforcement.,11/26/2016 16:55,Unspecified MANHATTAN,MANHATTAN,,,Central Park,MANHATTAN,Central Park,M010,,,2124080100,"5th Avenue to Central Park West, 59th to 110th Streets",NEW YORK,NY,10021,N,,,,,,,,,,,,,,
34865896,11/26/2016 21:46,11/29/2016 16:25,DPR,Department of Parks and Recreation,Violation of Park Rules,Unsafe Use of Playground,Park,10011,,,,,,,,NEW YORK,,N/A,Closed,12/10/2016 21:46,"Upon inspection the reported condition was not found, and, therefore, no action was taken.",11/29/2016 16:25,02 MANHATTAN,MANHATTAN,,,Washington Square Park,MANHATTAN,Washington Square Park,M098,,,2124080100,"5th Avenue, Waverly Place, West 4th and Macdougal Streets",NEW YORK,NY,10011,N,,,,,,,,,,,,,,
34864807,11/25/2016 15:58,12/8/2016 16:35,DPR,Department of Parks and Recreation,Violation of Park Rules,Obstructing Public Use,Park,10023,,,,,,,,NEW YORK,,N/A,Closed,12/9/2016 15:58,"Upon inspection the reported condition was not found, and, therefore, no action was taken.",12/8/2016 16:35,07 MANHATTAN,MANHATTAN,,,Riverside Park,MANHATTAN,Riverside Park,M071,,,2124080250,"Riverside Drive to Hudson River, West 59th Street to Clair Place",NEW YORK,NY,10023,N,,,,,,,,,,,,,,
34863050,11/26/2016 16:21,11/26/2016 16:22,DPR,Department of Parks and Recreation,Violation of Park Rules,Smoking,Park,11355,,,,,,,,FLUSHING,,N/A,Closed,12/10/2016 16:21,The Department of Parks and Recreation has limited resources to follow up on this complaint. Your complaint will help the City schedule patrols and target particular areas for enforcement.,11/26/2016 16:22,07 QUEENS,QUEENS,,,Maple Playground,QUEENS,Maple Playground,Q211,,,7185205900,Kissena Boulevard and Maple Avenue,FLUSHING,NY,11355,N,,,,,,,,,,,,,,
34862286,11/25/2016 15:03,11/25/2016 16:02,DPR,Department of Parks and Recreation,Violation of Park Rules,Obstructing Public Use,Park,10461,,,,,,,,BRONX,,N/A,Closed,12/9/2016 15:03,"Upon inspection the reported condition was not found, and, therefore, no action was taken.",11/25/2016 16:02,Unspecified BRONX,BRONX,,,Pelham Bay Park - The Meadow,BRONX,Pelham Bay Park - The Meadow,X039,,,7184301890,"South of City Island Road to West Park Drive to East Long Island Sound, Orchard Beach",BRONX,NY,10461,,,,,,,,,,,,,,,
34858430,11/24/2016 14:40,11/24/2016 14:57,DPR,Department of Parks and Recreation,Violation of Park Rules,Biking/Rollerblading off Path,Park,10025,,,,,,,,NEW YORK,,N/A,Closed,12/8/2016 14:40,"Upon inspection the reported condition was not found, and, therefore, no action was taken.",11/24/2016 14:57,07 MANHATTAN,MANHATTAN,,,Frederick Douglass Playground,MANHATTAN,Frederick Douglass Playground,M220,,,2124080100,"West 100th to 101st Streets, Amsterdam Avenue",NEW YORK,NY,10025,,,,,,,,,,,,,,,
34852388,11/23/2016 10:29,11/23/2016 10:38,DPR,Department of Parks and Recreation,Violation of Park Rules,Smoking,Park,11357,,,,,,,,WHITESTONE,,N/A,Closed,12/7/2016 10:29,The Department of Parks and Recreation has limited resources to follow up on this complaint. Your complaint will help the City schedule patrols and target particular areas for enforcement.,11/23/2016 10:38,07 QUEENS,QUEENS,,,Harvey Park,QUEENS,Harvey Park,Q089B,,,7185205900,"15th to 20th Avenues, East of Whitestone Expressway",WHITESTONE,NY,11357,,,,,,,,,,,,,,,
34846876,11/22/2016 9:43,11/22/2016 11:46,DPR,Department of Parks and Recreation,Violation of Park Rules,Obstructing Public Use,Street/Curbside,11209,360 83 STREET,83 STREET,3 AVENUE,4 AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,12/6/2016 9:43,The condition was determined to be an issue appropriate for handling by an alternate entity.  The Department of Parks and Recreation has notified the appropriate resource.,11/22/2016 11:46,10 BROOKLYN,BROOKLYN,"976,316","167,091",Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.62529915,-74.02858157,"(40.625299148750955, -74.0285815654073)"
34844941,11/22/2016 10:05,11/22/2016 13:04,DPR,Department of Parks and Recreation,Violation of Park Rules,Unsafe Use of Playground,Park,11236,,,,,,,,BROOKLYN,,N/A,Closed,12/6/2016 10:05,The condition was determined to be an issue appropriate for handling by an alternate entity.  The Department of Parks and Recreation has notified the appropriate resource.,11/22/2016 13:04,18 BROOKLYN,BROOKLYN,,,Canarsie Park,BROOKLYN,Canarsie Park,B018,,,7189658900,"Paerdegat and Seaview Avenues, East 93rd Street, Skidmore Avenue",BROOKLYN,NY,11236,N,,,,,,,,,,,,,,
34844690,11/22/2016 9:47,11/22/2016 11:48,DPR,Department of Parks and Recreation,Violation of Park Rules,Obstructing Public Use,Street/Curbside,11209,360 83 STREET,83 STREET,3 AVENUE,4 AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,12/6/2016 9:47,The condition was determined to be an issue appropriate for handling by an alternate entity.  The Department of Parks and Recreation has notified the appropriate resource.,11/22/2016 11:48,10 BROOKLYN,BROOKLYN,"976,316","167,091",Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.62529915,-74.02858157,"(40.625299148750955, -74.0285815654073)"
34843910,11/22/2016 18:17,11/22/2016 19:28,DPR,Department of Parks and Recreation,Violation of Park Rules,Unsafe Use of Playground,Park,10014,,,,,,,,NEW YORK,,N/A,Closed,12/6/2016 18:17,No action was taken because the Department of Parks and Recreation determined that the issue reported was out of its jurisdiction.,11/22/2016 19:28,02 MANHATTAN,MANHATTAN,,,Corporal John A Seravalli Playground,MANHATTAN,Corporal John A Seravalli Playground,M237,,,2124080100,Hudson and Horatio Streets,NEW YORK,NY,10014,N,,,,,,,,,,,,,,
34841951,11/22/2016 9:54,11/22/2016 10:29,DPR,Department of Parks and Recreation,Violation of Park Rules,Obstructing Public Use,Park,10465,,,,,ELLSWORTH AVENUE,SCHLEY AVENUE,INTERSECTION,BRONX,,N/A,Closed,12/6/2016 9:54,"Upon inspection the reported condition was not found, and, therefore, no action was taken.",11/22/2016 10:29,10 BRONX,BRONX,"1,035,225","240,456",Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.82652459,-73.81581141,"(40.82652459313812, -73.81581140984923)"
